,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF
481,20,RL,11846,Pave,IR1,HLS,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,3,874,TA,Y,0,8,2006,Normal,3584,3.0,255
482,70,RM,2500,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,Unf,Ex,Y,4,1,Ex,7,Min2,1,Gd,Attchd,Unf,1,164,Fa,Y,0,6,2009,Normal,2736,2.5,0
483,120,RM,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,2,1,TA,5,Typ,0,,Attchd,Unf,2,402,TA,Y,0,5,2006,Normal,2432,3.0,125
484,20,RL,7758,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,Gd,Y,3,1,Gd,6,Typ,0,,Detchd,Unf,1,264,TA,Y,0,3,2007,Normal,1998,2.0,132
485,20,RL,9600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,Gd,Y,3,1,Gd,5,Typ,1,Gd,Attchd,Unf,1,264,TA,Y,0,7,2009,Normal,2226,1.0,200
486,20,RL,10289,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,3,1,TA,6,Typ,0,,Attchd,RFn,2,515,TA,Y,0,6,2007,Normal,2146,2.5,0
487,20,RL,12243,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,Gd,Y,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,487,TA,Y,0,2,2007,Normal,2968,2.0,404
488,190,RL,10800,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,Unf,TA,N,3,2,TA,10,Mod,1,Gd,Attchd,Unf,2,520,Fa,N,0,5,2006,Normal,3368,2.0,142
489,180,RM,1526,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,1,1,Gd,3,Typ,0,,Attchd,Unf,1,286,TA,Y,0,5,2009,Normal,1260,2.0,0
490,160,RM,2665,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,TA,Y,3,1,TA,4,Typ,1,Gd,BuiltIn,Fin,1,336,TA,Y,0,6,2008,Normal,1568,1.5,165
491,50,RL,9490,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,TA,Y,3,1,Fa,5,Typ,2,TA,Attchd,Unf,1,240,TA,Y,0,8,2006,Normal,2384,2.0,32
492,60,RL,15578,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,3,1,TA,8,Typ,0,,Attchd,RFn,2,429,TA,Y,0,5,2006,Partial,2184,2.5,0
493,20,RL,7931,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,TA,Y,3,1,TA,6,Typ,1,Fa,Detchd,Unf,1,308,TA,Y,0,6,2008,Normal,2538,1.5,0
494,30,RM,5784,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,Gd,Y,2,1,TA,4,Typ,0,,Attchd,Unf,1,273,TA,Y,0,12,2009,Normal,1076,1.0,244
495,30,C (all),7879,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,N,2,1,TA,4,Typ,0,,,,0,0,,N,0,11,2009,Abnorml,1440,1.0,638
496,20,RL,12692,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,4,1,Gd,10,Typ,1,Gd,Attchd,RFn,2,546,TA,Y,0,5,2007,Normal,6428,4.0,630
497,50,RL,9120,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Rec,Unf,Ex,Y,4,1,TA,8,Typ,0,,Detchd,Unf,1,240,TA,N,0,6,2008,Normal,2846,3.0,100
498,20,RL,7800,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,Ex,Y,3,1,Gd,5,Typ,0,,Attchd,Fin,1,288,TA,Y,0,6,2009,Normal,1763,1.0,64
499,20,RL,7535,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,Fa,Y,2,1,TA,5,Typ,0,,Attchd,Fin,1,297,TA,Y,0,6,2007,Normal,1824,1.5,297
500,160,RM,1890,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,7,Typ,0,,Detchd,Unf,1,264,TA,Y,0,5,2007,Normal,1890,1.5,172
501,60,FV,9803,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,2,603,TA,Y,0,2,2008,Normal,2634,2.5,108
502,20,RL,9170,Pave,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,Ex,Y,2,1,TA,6,Typ,0,,Detchd,Unf,2,461,Fa,Y,0,4,2007,Normal,2428,2.0,184
503,20,RL,15602,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,1,1,TA,6,Typ,2,TA,Attchd,Fin,2,484,TA,Y,0,3,2010,Normal,3302,3.0,215
504,160,RL,2308,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,TA,Y,3,1,TA,6,Typ,1,Fa,Attchd,Unf,2,440,TA,Y,0,6,2009,Normal,2177,3.0,260
505,90,RM,7596,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,4,2,TA,10,Typ,0,,Detchd,Unf,2,400,TA,N,0,7,2009,Normal,2920,2.0,0
506,60,RL,9554,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,471,TA,Y,0,9,2006,Normal,2688,2.5,263
507,20,FV,7862,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,4,Typ,0,,Attchd,Fin,2,676,TA,Y,0,9,2009,Partial,2436,2.0,102
508,70,RM,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,360,TA,N,0,10,2008,Normal,2067,2.0,116
509,20,RL,9600,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,3,1,TA,6,Typ,0,,Attchd,RFn,1,270,TA,Y,0,7,2009,Normal,2082,2.0,312
510,20,RL,14559,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,Rec,Ex,Y,2,1,TA,6,Min1,2,TA,CarPort,Unf,1,288,TA,Y,0,6,2009,Normal,2371,2.0,534
511,120,RL,6792,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,474,TA,Y,0,3,2006,Partial,2736,2.0,167
512,20,RL,9100,Pave,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,TA,Y,3,1,TA,5,Typ,0,,Detchd,Unf,2,624,TA,Y,0,7,2006,Normal,1728,2.0,0
513,20,RL,9187,Pave,Reg,Bnk,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,TA,Y,3,1,TA,5,Typ,0,,Attchd,Unf,2,484,TA,Y,0,6,2007,Normal,2164,1.5,278
514,45,RL,10594,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Fa,N,2,1,TA,5,Typ,0,,Detchd,Unf,1,200,Po,Y,0,6,2007,Normal,1557,1.0,112
515,20,RL,12220,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,Ex,TA,No,GLQ,Unf,Ex,Y,3,1,Ex,9,Typ,1,Gd,Attchd,Fin,3,900,TA,Y,0,9,2009,Partial,4026,3.5,210
516,80,RL,10448,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,583,TA,Y,0,8,2009,Abnorml,2808,2.5,104
517,60,RL,10208,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3,889,TA,Y,0,7,2009,Normal,3608,2.5,220
518,60,RL,9531,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,3,1,TA,7,Typ,0,,Attchd,RFn,2,546,TA,Y,0,5,2007,Normal,2590,3.5,36
519,70,RL,10918,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,9,Typ,2,Gd,Detchd,Unf,1,282,TA,Y,0,6,2009,Normal,3356,1.5,145
520,190,RL,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,,,,,,TA,N,3,2,TA,7,Typ,0,,,,0,0,,N,0,8,2008,Normal,1294,2.0,544
521,20,RL,11988,Pave,IR1,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,3,1,TA,6,Typ,2,Gd,Attchd,Unf,1,336,TA,Y,0,5,2007,Normal,2488,1.5,40
522,50,RM,5000,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,3,1,TA,7,Typ,2,Gd,Detchd,Unf,2,420,TA,Y,0,10,2006,Normal,2668,2.0,60
523,60,RL,40094,Pave,IR1,Bnk,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,762.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,3,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,3,884,TA,Y,0,10,2007,Partial,7814,4.5,614
524,60,RL,11787,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,8,Typ,1,TA,Attchd,Fin,3,834,TA,Y,0,8,2007,Normal,3777,3.5,299
525,20,FV,7500,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,453,TA,Y,0,4,2006,Normal,2523,2.0,182
526,20,RL,13300,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,TA,Y,2,1,TA,4,Typ,0,,Attchd,Unf,1,252,TA,Y,0,6,2007,Normal,1856,1.0,417
527,60,RL,14948,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,3,1,Ex,11,Typ,1,Gd,Attchd,Fin,3,858,TA,Y,0,11,2008,Partial,4165,3.5,192
528,30,RL,9098,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,Unf,Ex,Y,2,1,TA,5,Typ,0,,,,0,0,,N,0,7,2007,Normal,1133,2.0,144
529,20,RL,32668,Pave,IR1,Lvl,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,,,Gd,TA,PConc,TA,TA,No,Rec,Unf,TA,Y,4,2,TA,9,Maj1,2,TA,Attchd,RFn,2,484,TA,Y,0,3,2007,Alloca,4550,4.0,200
530,80,RL,10200,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,5,Typ,1,Fa,Attchd,RFn,2,600,TA,Y,0,8,2008,Abnorml,2970,3.0,224
531,70,RM,6155,Pave,IR1,Lvl,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,Unf,Ex,Y,3,1,TA,6,Typ,0,,Detchd,Fin,2,502,Fa,Y,0,6,2008,Normal,1973,2.0,84
532,20,RL,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,,,,,,Ex,Y,2,1,TA,5,Mod,1,Po,Detchd,Unf,1,392,TA,Y,0,4,2010,Normal,827,1.0,0
533,20,RL,5000,Pave,Reg,Low,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Fa,Fa,Slab,,,,,,Fa,N,1,1,Fa,2,Typ,0,,,,0,0,,N,0,1,2007,Normal,334,1.0,0
534,60,RL,9056,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,403,TA,Y,0,10,2006,Normal,2121,2.5,135
535,190,RL,7000,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,TA,Y,3,1,TA,5,Typ,0,,,,0,0,,N,0,1,2008,Normal,2464,2.0,233
536,60,RL,8924,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,8,Typ,0,,Attchd,Fin,2,527,TA,Y,0,7,2008,Normal,2604,2.5,275
537,20,RL,12735,Pave,IR1,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,5,Typ,0,,Detchd,Unf,2,576,TA,Y,0,4,2008,Normal,1728,1.0,216
538,20,RL,11553,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,7,Typ,1,Fa,Attchd,Unf,1,336,TA,Y,0,7,2006,Normal,2210,1.5,466
539,20,RL,11423,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,670,TA,Y,0,5,2010,Normal,3182,3.0,180
540,20,RL,14601,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,2,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,765,TA,Y,0,3,2009,Normal,3676,3.0,338
541,60,RL,11000,Pave,Reg,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,3,648,TA,Y,0,6,2007,Normal,3254,2.5,56
542,20,RL,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,GLQ,Ex,Y,3,1,Gd,7,Maj1,1,TA,Attchd,Fin,2,583,TA,Y,0,6,2009,Normal,3330,3.0,151
543,120,RH,4058,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,Gd,TA,Av,GLQ,LwQ,Ex,Y,1,1,TA,4,Typ,0,,Attchd,Fin,1,367,TA,Y,0,6,2007,Normal,1490,2.0,160
544,60,RL,17104,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,426,TA,Y,0,9,2006,Partial,2150,3.5,124
545,50,RL,13837,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,LwQ,Gd,Y,4,1,Gd,9,Typ,0,,Attchd,Unf,3,786,TA,Y,0,2,2006,Normal,3387,2.5,0
546,50,RL,8737,Pave,IR1,Bnk,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,Ex,Y,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2,440,TA,Y,0,5,2007,Normal,2700,1.5,182
547,85,RL,7244,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,Ex,Y,2,1,TA,5,Typ,0,,Detchd,Unf,2,624,TA,Y,0,4,2007,Normal,1536,2.0,104
548,20,RM,8235,Pave,IR1,HLS,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,Rec,TA,Y,2,1,TA,4,Typ,0,,Detchd,RFn,2,720,TA,Y,0,6,2008,Normal,1650,2.0,190
549,60,FV,9375,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,615,TA,Y,0,11,2009,Normal,3006,2.5,364
550,120,RL,4043,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,TA,Y,2,1,TA,4,Typ,0,,Attchd,RFn,2,440,TA,Y,0,10,2008,Abnorml,2138,2.0,255
551,20,RM,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,TA,5,Typ,0,,Attchd,Fin,1,288,TA,Y,0,6,2008,Normal,1856,1.0,0
552,20,RL,11146,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,250.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,908,TA,Y,0,7,2009,Normal,3426,2.0,208
553,20,RL,8777,Pave,Reg,Lvl,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,,,,,,Ex,Y,2,1,Gd,5,Typ,0,,Detchd,Fin,2,520,TA,N,0,5,2009,Normal,1126,2.0,96
